,ID,Reference,SearchKeyword,PageTitle
115,71,"NHKでの地震速報では大抵、震度5弱以上の時は「強い地震」、震度4の時は「やや強い地震」、震度3の時は「地震」と地震の強度をコメントすることが多い。震度3以上の場合には地上デジタル放送のデータ放送で全国向けに速報する。
一方、民放では震度7・震度6強の時は「非常に強い地震」と表現することもある（震度3以上の時は、字幕スーパーで全国に伝えるが、NHKでは各放送区域内において震度2以下の地震が発生した場合、その地域限定で地震情報を伝える）[要出典]。
各局とも震度分布図には気象庁の地震情報のうち震度速報などで用いられる日本全国を188の地域に分けたものを用いており、気象庁から各地の詳しい震度に関する情報が発表されたときに用いられる市町村別表示のものも合わせて使用されている。",気象庁震度階級,気象庁震度階級
116,72,避難所とは、避難するための施設や場所のことである。,,避難所
117,72,"従来の災害対策基本法においては、「切迫した災害の危険から一時的に逃れるための避難場所」と、「損壊した自宅に戻れないなどの理由で避難生活を送るための避難所」が必ずしも明確に区別されておらず、東日本大震災では被害拡大の一因ともなったと指摘されている。
このため、2013年6月に改正された災害対策基本法において、切迫した災害の危険から一時的に逃れるための 緊急避難場所（指定緊急避難場所）と、一定期間滞在し、避難者の生活環境を確保するための 避難所（指定避難所）が明確に区別された[2]。",,避難所
118,73,災害などが発生した後も、住民のことを考えてあえて店を営業し、各店舗が住民に品物を提供することが行われることがある。基本的には普段どおりの価格で販売されるが、現金を失ってしまった住民や財布も持たずに避難した住民などに向けて、良心的な商店主などによって利益度外視、大赤字承知で商品を無料で提供するなどということが行われることがある。,備蓄,備蓄
119,74,ボランティア（英: volunteer）は、自らの意志により志願すること。特に日本語としてのボランティアは一般的に、公共性の高い社会への奉仕（チャリティー）に際して用いられることが多い。ただし「仕へ奉る」活動という字義や、また戦前の「勤労奉仕」のように過去には強制性を伴う活動で用いられた名称である歴史的背景があることから、自発性のみを意味するボランティアとは似ていても異なる点は注意を要する[1]。従って、学校や企業が生徒や社員を動員して行う「ボランティア」は正確に言えば「社会奉仕活動」である。なお文部省の定めるボランティア活動の基本理念は、公共性、自発性、先駆性である[2]。,ボランティア,ボランティア
120,76,道路交通法施行令13条1項に規定する緊急自動車は、緊急の用務のため運転するときは、道路運送車両法第3章（自衛隊用自動車については自衛隊法114条2項の規定による防衛大臣の定め）及びこれに基づく命令の規定により設けられるサイレンを鳴らし、かつ、赤色の警光灯をつけなければならない。警察用自動車がスピード違反をする車両又は路面電車を取り締まる場合において、特に必要があると認めるときは、サイレンを鳴らさなくともよい（道路交通法施行令14条）。,緊急自動車,緊急自動車
121,80,熱帯の森林破壊の大部分を引き起こしているのは、牛肉、大豆、パーム油、木製品の4つの商品であり、これらのうち最大の影響力を持っているのは牛肉である[4]。,森林破壊,森林破壊
122,80,"牛肉が主な輸出品となっている中米のニカラグアでは、2011年から2016年の5年間に540km2の森林が草地に変わり牛の放牧が広くみられる[23]。また、オーストラリアのクイーンズランド州にある57の肉牛施設で、2018年以降13,500ヘクタールの森林破壊が行われたが、開墾された地域の56％は、オーストラリア政府によって絶滅危惧種の潜在的な生息地として分類された[24]。",森林破壊,森林破壊
123,80,道路や鉄道の開発は大規模な森林破壊を引き起こす原因の一つである。 レールの敷設のために進路に沿って森林が伐採される他、枕木や労働者の暖房、調理のために大量の木材が調達されるため、森林が大きく破壊される。,森林破壊,森林破壊
124,83,東は太平洋、西は日本海、北は津軽海峡に面する。太平洋側の南に岩手県が、日本海側の南に秋田県が隣接し、津軽海峡の対岸に北海道が位置する。同海峡の中央部は公海[1]（ただし、日本の排他的経済水域[2]）であるが、同海峡を潜る青函隧道は公海下も日本の領土であり、ここで東津軽郡外ヶ浜町と北海道松前郡福島町が隣接している[注釈 2]。,青森県,青森県
125,85,指定都市においては消防の専門部隊である特別高度救助隊の設置が義務付けられている。これは総務省消防庁の「救助隊の編成、装備及び配置の基準を定める省令（昭和61年自治省令第22号）」第6条の規定により「特別高度救助隊」を東京都及び政令指定都市に、第5条の規定により「高度救助隊」を中核市等に整備をするとされ、「高度救助隊の数のうち、特別区が連合して維持する消防及び指定都市にあつては1以上の高度救助隊を特別高度救助隊とする。」ことになっている。そのため、多くの指定都市では、高度救助隊と特別高度救助隊の両方が編成されている。,,政令指定都市
126,85,消防吏員の中から救急課程研修を受け、救急隊員の資格を持った隊長・隊員と機関員（運転手）の3名で一隊が構成されるのが原則であるが、平成29年4月からは離島や過疎地域等の救急隊においては3名のうち1名を准救急団員（自治体職員等で救急業務に関する基礎的な講習を終えた者）で構成することが可能となった。,救急隊,救急隊
